submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
SYN-0064,TikTok,Anime Edit,11,406,247,10,468,57,5,8,2,309,8.11,0.8114,0.6589,0.0176,0.1046,0.7931,normal_viral_smooth,gradual_drop,0.0755,0,False,False,False,relevant_discussion,0.0116,0.0437,0.0196,1.8947,0.121795,0.010684,0.017094,0.149573,0.660256,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0093,Instagram,Anime Edit,6,103330,124041,8,302546,9112,943,1055,900,213033,5.41,0.6767,0.8831,0.107,0.1383,0.7101,smooth_gradual,strong_retention,0.0924,0,False,False,False,short_but_relevant,0.0797,0.0106,0.1121,2.4391,0.030118,0.003117,0.003487,0.036722,0.704134,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0114,YouTube Shorts,Finance Explainer,11,26642,3190,20,83088,512,22,86,56,59184,7.23,0.3613,0.6017,0.5198,0.0733,0.3202,late_like_spike,sudden_drop,1.1847,17,False,True,False,generic_repeated,0.176,0.3003,0.2881,26.0464,0.006162,0.000265,0.001035,0.007462,0.712305,73,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,large sudden view jump; late like spike; high profile/search-style traffic; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0068,YouTube Shorts,Car Slideshows,6,25836,19117,12,154668,3957,354,75,126,148430,5.88,0.4898,0.6962,0.1638,0.0947,0.7392,normal_viral_smooth,strong_retention,0.1955,4,False,False,False,relevant_discussion,0.0195,0.0291,0.0112,8.0906,0.025584,0.002289,0.000485,0.028358,0.959668,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0065,TikTok,Mobile Game Speedrun,9,448,202,60,317,14,1,1,1,153,23.46,0.3911,0.7328,0.2112,0.1004,0.6067,smooth_gradual,gradual_drop,0.2064,0,False,False,False,mixed,0.0258,0.0599,0.0218,1.5693,0.044164,0.003155,0.003155,0.050473,0.48265,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0076,TikTok,Finance Explainer,7,147890,167830,30,784131,65910,1868,11792,2511,610380,20.9,0.6965,0.5649,0.0448,0.1243,0.8105,normal_viral_smooth,gradual_drop,0.1008,3,False,False,False,relevant_discussion,0.0377,0.0159,0.0958,4.6722,0.084055,0.002382,0.015038,0.101475,0.778416,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0107,TikTok,Tech Gadget,10,16820,22988,12,289687,4443,13,233,1068,215612,4.22,0.352,0.6474,0.3019,0.1564,0.4598,late_like_spike,low_watch_time,1.4495,7,False,True,False,mixed,0.2579,0.4932,0.284,12.6017,0.015337,4.5e-05,0.000804,0.016186,0.744293,75,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,large sudden view jump; late like spike,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0012,TikTok,Tech Gadget,14,122663,20357,10,145372,6947,808,1483,214,136272,6.26,0.6264,0.451,0.0524,0.0839,0.7674,smooth_gradual,gradual_drop,0.1878,2,False,False,False,short_but_relevant,0.0769,0.0531,0.1701,7.1411,0.047788,0.005558,0.010201,0.063547,0.937402,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0052,TikTok,Fitness Clip,8,1536,1074,25,3822,242,33,3,12,2608,14.41,0.5764,0.4556,0.1839,0.0662,0.6669,smooth_gradual,gradual_drop,0.1956,4,False,False,False,relevant_discussion,0.02,0.0508,0.0317,3.5587,0.063318,0.008634,0.000785,0.072737,0.682365,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0249,YouTube Shorts,Fitness Clip,3,19065,1942,15,122819,941,3,28,35,101442,2.95,0.1967,0.2594,0.8269,0.3227,0.0,step_like_batches,broken_or_missing,0.8093,46,False,False,True,generic_repeated,0.7967,0.5032,0.7435,63.2436,0.007662,2.4e-05,0.000228,0.007914,0.825947,99,Critical,botted,Reject,autoclick_autoswipe,views rise without matching engagement; high views with almost no comments; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0197,Instagram,AI App Demo,9,14674,4456,15,281348,2300,152,351,1022,65635,2.24,0.149,0.2584,0.4962,0.3175,0.1535,late_like_spike,low_watch_time,0.5202,16,False,True,False,generic_repeated,0.2821,0.1986,0.4241,63.1391,0.008175,0.00054,0.001248,0.009963,0.233288,46,Medium,suspicious,Needs Manual Review,possible_fake_views,late like spike; low reach-to-view ratio; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0202,Instagram,Travel Hook,3,201560,182362,20,600000,3234,296,1061,2545,300730,2.35,0.1176,0.4949,0.5075,0.0579,0.336,flat_then_spike,sudden_drop,0.6713,5,False,False,True,unrelated,0.2394,0.1488,0.545,3.2902,0.00539,0.000493,0.001768,0.007652,0.501217,66,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,views rise without matching engagement; high profile/search-style traffic; comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0154,YouTube Shorts,Fitness Clip,6,194921,12152,25,372271,5426,3,399,111,260198,8.13,0.3251,0.2875,0.1522,0.2864,0.4985,late_like_spike,low_watch_time,1.441,24,False,True,True,emoji_spam,0.4134,0.2086,0.3594,30.6345,0.014575,8e-06,0.001072,0.015655,0.698948,51,Medium,suspicious,Needs Manual Review,possible_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0040,YouTube Shorts,Travel Hook,1,149852,115106,25,432798,6093,1274,1268,14,225167,12.5,0.5001,0.8883,0.2046,0.0847,0.6905,normal_viral_smooth,gradual_drop,0.3963,4,False,False,False,mixed,0.0215,0.0734,0.0869,3.76,0.014078,0.002944,0.00293,0.019952,0.520259,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0226,YouTube Shorts,Anime Edit,13,379564,398726,30,850000,3395,6,288,187,821214,1.56,0.0518,0.1691,0.693,0.2987,0.0,step_like_batches,broken_or_missing,2.9122,14,False,False,False,none,0.4903,0.6981,0.8408,2.1318,0.003994,7e-06,0.000339,0.00434,0.966134,99,Critical,botted,Reject,fake_views,large sudden view jump; high profile/search-style traffic; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0091,Instagram,Mobile Game Speedrun,10,706,704,25,1904,91,14,9,8,1676,12.99,0.5197,0.5749,0.1308,0.0237,0.7509,normal_viral_smooth,strong_retention,0.2971,3,False,False,False,mixed,0.0484,0.0711,0.1614,2.7045,0.047794,0.007353,0.004727,0.059874,0.880252,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0038,Instagram,Mobile Game Speedrun,13,87,79,15,165,13,1,2,0,148,10.72,0.7146,0.5223,0.0528,0.0748,0.7773,normal_viral_smooth,strong_retention,0.232,4,False,False,False,mixed,0.0217,0.0019,0.1773,2.0886,0.078788,0.006061,0.012121,0.09697,0.89697,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0268,TikTok,Mobile Game Speedrun,11,905,1127,20,89099,3274,14,50,206,76917,0.77,0.0387,0.1041,0.8355,0.5286,0.0,likes_freeze,broken_or_missing,3.9553,66,True,False,False,generic_repeated,0.6136,0.7052,0.7841,79.0586,0.036746,0.000157,0.000561,0.037464,0.863276,99,Critical,botted,Reject,fake_boost,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0160,Instagram,Finance Explainer,10,101421,132441,8,600000,10971,416,283,3073,294931,2.66,0.3325,0.6033,0.5722,0.3681,0.0451,late_like_spike,low_watch_time,1.6156,31,False,True,False,unrelated,0.1949,0.3284,0.3681,4.5303,0.018285,0.000693,0.000472,0.01945,0.491552,71,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; late like spike; high profile/search-style traffic; comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0111,Instagram,Tech Gadget,13,113520,72071,15,600000,5442,412,324,357,265096,4.25,0.2834,0.1666,0.4013,0.226,0.3082,late_like_spike,sudden_drop,1.5905,34,False,True,False,generic_repeated,0.28,0.444,0.205,8.3251,0.00907,0.000687,0.00054,0.010297,0.441827,66,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,large sudden view jump; late like spike; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0161,TikTok,Mobile Game Speedrun,4,372,439,12,10000,223,5,14,36,6407,1.89,0.1572,0.3187,0.5301,0.3796,0.0375,late_like_spike,flat_or_odd,1.3179,32,False,True,True,generic_repeated,0.5029,0.1413,0.2167,22.779,0.0223,0.0005,0.0014,0.0242,0.6407,60,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; views rise without matching engagement; late like spike; high profile/search-style traffic,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0195,Instagram,Travel Hook,9,27020,26632,25,600000,5460,246,891,2346,94507,6.02,0.2407,0.607,0.2566,0.0683,0.6234,low_engagement_smooth,low_watch_time,0.4079,16,False,False,False,unrelated,0.281,0.2356,0.2218,22.5293,0.0091,0.00041,0.001485,0.010995,0.157512,56,Medium,suspicious,Needs Manual Review,possible_fake_boost,low reach-to-view ratio; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0297,YouTube Shorts,Finance Explainer,14,639,764,20,85778,262,6,15,15,49713,1.68,0.0842,0.1767,0.734,0.1802,0.0536,step_like_batches,broken_or_missing,4.0255,68,True,False,False,generic_repeated,0.7231,0.6584,0.7043,112.2749,0.003054,7e-05,0.000175,0.003299,0.579554,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0013,TikTok,Fitness Clip,7,40491,5489,60,25413,2157,170,428,39,19098,32.79,0.5465,0.8601,0.1518,0.1161,0.7248,smooth_gradual,strong_retention,0.2141,4,False,False,False,relevant_discussion,0.0642,0.0682,0.0011,4.6298,0.084878,0.006689,0.016842,0.108409,0.751505,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0286,YouTube Shorts,Anime Edit,7,109,94,45,10000,59,0,3,5,4456,7.84,0.1742,0.5037,0.8883,0.596,0.0,flat_then_spike,broken_or_missing,3.3293,71,True,False,True,emoji_spam,0.5933,0.5148,0.6613,106.383,0.0059,0.0,0.0003,0.0062,0.4456,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0260,Instagram,Tech Gadget,7,5907,8066,8,545276,36649,5,189,2514,109338,0.37,0.0464,0.083,0.4508,0.4183,0.0736,flat_then_spike,broken_or_missing,2.7779,13,False,False,True,emoji_spam,0.7624,0.7003,0.7971,67.6018,0.067212,9e-06,0.000347,0.067568,0.200519,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0025,Instagram,Anime Edit,6,188638,255390,15,3159680,241693,2181,13827,16393,2120625,6.25,0.4169,0.4338,0.0206,0.0262,0.9179,normal_viral_smooth,gradual_drop,0.1325,2,False,False,False,mixed,0.0499,0.0224,0.1076,12.372,0.076493,0.00069,0.004376,0.081559,0.671152,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0098,Instagram,Anime Edit,11,186,273,8,4230,413,4,37,24,3926,5.07,0.6337,0.5121,0.1318,0.015,0.7699,smooth_gradual,strong_retention,0.1436,2,False,False,False,relevant_discussion,0.0271,0.0159,0.1462,15.4945,0.097636,0.000946,0.008747,0.107329,0.928132,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0238,TikTok,Anime Edit,14,247899,189960,8,850000,241,6,396,2582,401934,1.55,0.1936,0.3609,0.519,0.2351,0.1579,vertical_spike_no_engagement,broken_or_missing,4.3577,29,False,False,True,generic_repeated,0.9551,0.4876,0.659,4.4746,0.000284,7e-06,0.000466,0.000756,0.472864,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0247,YouTube Shorts,Travel Hook,10,83,91,60,10000,40,1,2,9,4466,4.05,0.0675,0.5163,0.8164,0.3634,0.0,vertical_spike_no_engagement,broken_or_missing,2.713,64,False,False,True,emoji_spam,0.5425,0.598,0.7014,109.8901,0.004,0.0001,0.0002,0.0043,0.4466,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0236,TikTok,Mobile Game Speedrun,12,265115,179206,30,850000,4298,98,308,4333,459472,5.82,0.1941,0.0928,0.5393,0.3981,0.0477,vertical_spike_no_engagement,very_low_watch_time,2.8164,72,True,False,True,emoji_spam,0.9803,0.8389,0.9273,4.7431,0.005056,0.000115,0.000362,0.005534,0.540555,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; likes freeze while views increase; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0264,Instagram,Travel Hook,7,108793,116318,45,850000,22516,110,448,2935,236940,8.58,0.1906,0.0822,0.6001,0.2416,0.1145,likes_freeze,broken_or_missing,2.4882,9,True,False,False,none,0.9136,0.5793,0.6277,7.3076,0.026489,0.000129,0.000527,0.027146,0.278753,88,Critical,botted,Reject,fake_likes,large sudden view jump; likes freeze while views increase; low reach-to-view ratio; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0294,YouTube Shorts,Finance Explainer,7,105339,116940,15,850000,5855,39,57,837,834918,3.27,0.2182,0.1519,0.8553,0.3974,0.0,likes_freeze,very_low_watch_time,4.413,29,True,False,False,unrelated,0.7045,0.5764,0.5918,7.2687,0.006888,4.6e-05,6.7e-05,0.007001,0.982256,96,Critical,botted,Reject,fake_likes,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: unrelated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0018,Instagram,Tech Gadget,8,27720,22599,25,107851,8481,238,1102,512,95189,15.62,0.625,0.7196,0.0532,0.0955,0.7564,smooth_gradual,strong_retention,0.3639,1,False,False,False,short_but_relevant,0.0897,0.0138,0.1096,4.7724,0.078636,0.002207,0.010218,0.091061,0.882597,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0209,TikTok,Fitness Clip,4,77110,61974,10,850000,1942,8,127,1189,707801,0.29,0.0287,0.2406,0.6744,0.5344,0.0,vertical_spike_no_engagement,flat_retention,3.749,15,False,False,True,none,0.7249,0.5339,0.7048,13.7154,0.002285,9e-06,0.000149,0.002444,0.832707,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0054,TikTok,Travel Hook,12,53742,64284,15,54851,6936,472,739,125,33214,5.11,0.3406,0.5726,0.0287,0.0571,0.8318,smooth_gradual,gradual_drop,0.3638,2,False,False,False,relevant_discussion,0.0747,0.0438,0.0968,0.8533,0.126452,0.008605,0.013473,0.14853,0.605531,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0300,TikTok,Mobile Game Speedrun,13,5346,5756,45,85117,6748,16,6,376,54384,6.41,0.1425,0.3294,0.446,0.5007,0.0,likes_freeze,very_low_watch_time,4.1109,22,True,False,False,unrelated,0.743,0.5545,0.4556,14.7875,0.079279,0.000188,7e-05,0.079538,0.638932,98,Critical,botted,Reject,fake_views,large sudden view jump; likes freeze while views increase; comment quality: unrelated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0100,TikTok,Tech Gadget,7,11513,13586,45,20376,1938,38,362,29,11378,33.44,0.7431,0.7719,0.1353,0.0968,0.7662,normal_viral_smooth,gradual_drop,0.0906,1,False,False,False,short_but_relevant,0.0544,0.0507,0.0949,1.4998,0.095112,0.001865,0.017766,0.114743,0.558402,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0231,Instagram,Anime Edit,7,82593,31317,60,850000,26590,126,205,1952,41541,12.49,0.2081,0.1326,0.5458,0.1824,0.2173,flat_then_spike,flat_retention,3.6443,54,False,False,True,emoji_spam,0.9543,0.7812,0.5808,27.1418,0.031282,0.000148,0.000241,0.031672,0.048872,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0181,Instagram,AI App Demo,7,193,229,20,13391,87,7,21,55,4571,6.45,0.3226,0.4322,0.2863,0.3327,0.3163,low_engagement_smooth,low_watch_time,0.4204,21,False,False,False,emoji_spam,0.4076,0.3493,0.224,58.476,0.006497,0.000523,0.001568,0.008588,0.341349,69,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0246,YouTube Shorts,Finance Explainer,3,45663,55179,10,850000,2625,6,302,96,819568,0.49,0.0491,0.5197,0.6511,0.4588,0.0,flat_then_spike,very_low_watch_time,3.6491,60,False,True,True,emoji_spam,0.8945,0.7267,0.7835,15.4044,0.003088,7e-06,0.000355,0.003451,0.964198,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; late like spike; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0199,Instagram,Finance Explainer,5,1107,1337,8,77863,1828,19,34,422,35525,2.01,0.2511,0.6746,0.4285,0.2765,0.2003,flat_then_spike,sudden_drop,0.9773,25,False,False,True,mixed,0.4911,0.4987,0.2727,58.2371,0.023477,0.000244,0.000437,0.024158,0.45625,47,Medium,suspicious,Needs Manual Review,possible_autoswipe,views rise without matching engagement,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0005,Instagram,AI App Demo,7,8014,7033,60,20420,1788,157,10,116,17702,17.1,0.2849,0.8079,0.0763,0.0642,0.8358,normal_viral_smooth,strong_retention,0.0643,3,False,False,False,short_but_relevant,0.0958,0.0027,0.0674,2.9035,0.087561,0.007689,0.00049,0.095739,0.866895,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0151,YouTube Shorts,Car Slideshows,3,2773,588,8,12238,17,4,11,9,10527,3.02,0.3774,0.3479,0.509,0.3111,0.1718,step_like_batches,flat_or_odd,0.4678,35,True,False,True,mixed,0.5168,0.3024,0.2705,20.8129,0.001389,0.000327,0.000899,0.002615,0.86019,72,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,views rise without matching engagement; likes freeze while views increase; high profile/search-style traffic,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0048,Instagram,Finance Explainer,14,274,332,8,1614,176,9,8,2,1033,2.78,0.3474,0.462,0.1395,0.0172,0.7593,smooth_gradual,strong_retention,0.1637,2,False,False,False,short_but_relevant,0.0369,0.0291,0.1688,4.8614,0.109046,0.005576,0.004957,0.119579,0.640025,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0189,Instagram,Fitness Clip,14,230,158,30,10000,74,2,8,27,2992,7.59,0.2531,0.4115,0.3549,0.148,0.4498,late_like_spike,sudden_drop,0.6214,35,False,True,True,generic_repeated,0.4441,0.1684,0.2851,63.2911,0.0074,0.0002,0.0008,0.0084,0.2992,51,Medium,suspicious,Needs Manual Review,possible_engagement_pod,views rise without matching engagement; high views with almost no comments; late like spike; low reach-to-view ratio,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0237,Instagram,Fitness Clip,2,33729,35589,25,850000,5509,1,306,1986,240263,0.53,0.0212,0.2898,0.4625,0.4077,0.0791,vertical_spike_no_engagement,broken_or_missing,3.5791,36,True,False,True,emoji_spam,0.6092,0.7066,0.8806,23.8838,0.006481,1e-06,0.00036,0.006842,0.282662,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0244,YouTube Shorts,Anime Edit,2,19862,1290,45,123965,649,2,24,11,100140,8.43,0.1874,0.2468,0.369,0.2335,0.2992,step_like_batches,broken_or_missing,2.6552,21,False,True,True,generic_repeated,0.7095,0.6307,0.7623,96.0969,0.005235,1.6e-05,0.000194,0.005445,0.807809,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0279,TikTok,Mobile Game Speedrun,8,4889,540,20,10000,36,1,5,48,5435,1.09,0.0546,0.4296,0.7153,0.4115,0.0,vertical_spike_no_engagement,flat_retention,2.3511,26,True,False,True,unrelated,0.8176,0.7981,0.8953,18.5185,0.0036,0.0001,0.0005,0.0042,0.5435,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0214,TikTok,Car Slideshows,11,650,782,8,48694,98,3,7,83,20864,1.5,0.1869,0.2618,0.8918,0.2728,0.0,flat_then_spike,flat_retention,2.0948,28,False,False,True,none,0.6963,0.4358,0.6627,62.2685,0.002013,6.2e-05,0.000144,0.002218,0.428472,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0227,YouTube Shorts,Finance Explainer,13,17705,20749,8,597064,33395,9,124,502,235991,1.2,0.1505,0.0249,0.4024,0.322,0.2543,flat_then_spike,flat_retention,2.0501,55,False,False,True,none,0.4908,0.7422,0.9191,28.7756,0.055932,1.5e-05,0.000208,0.056155,0.395252,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0074,Instagram,Travel Hook,9,623,809,10,1042,39,5,1,1,624,3.05,0.3054,0.626,0.1989,0.0575,0.6978,smooth_gradual,strong_retention,0.3874,4,False,False,False,short_but_relevant,0.0398,0.062,0.1117,1.288,0.037428,0.004798,0.00096,0.043186,0.598848,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0150,Instagram,Travel Hook,12,78,101,15,10000,45,6,1,5,4439,3.93,0.2618,0.6049,0.5908,0.3767,0.0,low_engagement_smooth,low_watch_time,0.8998,18,True,False,False,unrelated,0.2361,0.2604,0.2209,99.0099,0.0045,0.0006,0.0001,0.0052,0.4439,48,Medium,suspicious,Needs Manual Review,needs_analytics,likes freeze while views increase; high profile/search-style traffic; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0125,TikTok,Mobile Game Speedrun,11,3587,201,12,10000,114,5,6,53,4937,4.02,0.3352,0.5464,0.4321,0.07,0.4158,late_like_spike,low_watch_time,1.236,9,False,True,True,generic_repeated,0.2364,0.2137,0.4955,49.7512,0.0114,0.0005,0.0006,0.0125,0.4937,55,Medium,suspicious,Needs Manual Review,possible_fake_views,large sudden view jump; views rise without matching engagement; late like spike; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0167,TikTok,Tech Gadget,8,155462,161291,45,600000,12683,227,37,313,579866,14.93,0.3319,0.4456,0.469,0.3554,0.0924,late_like_spike,low_watch_time,0.7535,29,True,True,False,mixed,0.1854,0.321,0.581,3.72,0.021138,0.000378,6.2e-05,0.021578,0.966443,53,Medium,suspicious,Needs Manual Review,possible_fake_boost,likes freeze while views increase; late like spike,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
